Lfd.-Nr.:;Objektname;BNr.:;Sorte botanisch;Objekt_Nr;Objektname_Zusatz;Baumrevier;Produkt;Sorte deutsch;örtlicher Bezug;HausNr.:;Hausnr Zusatz;Hochwert;Rechtswert;Status Baumstandort;Schadstufe;Pflegekategorie;Datum_Erfassung;Bemerkung;Pflanzjahr;Standalter;Stammanzahl;Stammumfang;Stammdurchmesser;Pflegestufe;letzte_Kontrolle_am;nächste_Regelkontrolle;letzte_Kontrolle_von;Fälldatum;Fällgrund;Baumscheibenfläche;Baumhöhe;Kronendurchmesser;Baumscheibenbreite;Baumscheibenlänge;Baumscheibenradius;Baumscheibenoberfläche;Unterpflanzung;Standort;Einfassung;Wassersack;Giessring
605;Glasbläserallee;5;5 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;ggü.36;;;5817575.788;396100.6584;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;38;12;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;6;2;;;;;;;;FALSCH;FALSCH
606;Glasbläserallee;6;6 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;gegü. hnr. 30;;;5817556.537;396090.0212;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;28;9;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;5;3;;;;;;;;FALSCH;FALSCH
607;Glasbläserallee;7;7 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;gegü. hnr. 22;;;5817538.366;396079.8706;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;44;14;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;6;3;;;;;;;;FALSCH;FALSCH
608;Glasbläserallee;9;9 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;;;;5817501.549;396060.0281;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;31;10;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;6;3;;;;;;;;FALSCH;FALSCH
609;Glasbläserallee;10;10 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;;;;5817479.683;396047.7853;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;28;9;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;5;2;;;;;;;;FALSCH;FALSCH
610;Glasbläserallee;11;11 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;;;;5817461.503;396038.1014;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;38;12;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;6;3;;;;;;;;FALSCH;FALSCH
611;Glasbläserallee;12;12 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;;;;5817441.333;396026.6689;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;31;10;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;5;3;;;;;;;;FALSCH;FALSCH
612;Glasbläserallee;13;13 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;;;;5817421.457;396016.1748;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;31;10;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;5;2;;;;;;;;FALSCH;FALSCH
613;Glasbläserallee;14;14 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;;;;5817401.904;396005.0649;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;31;10;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;5;2.5;;;;;;;;FALSCH;FALSCH
614;Glasbläserallee;15;15 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;;;;5817383.727;395995.2261;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;38;12;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;6;3;;;;;;;;FALSCH;FALSCH
615;Glasbläserallee;16;16 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;;;;5817362.318;395983.458;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;35;11;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;3;6;;;;;;;;FALSCH;FALSCH
616;Glasbläserallee;17;17 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;;;;5817342.61;395972.3452;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;38;12;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;6;3;;;;;;;;FALSCH;FALSCH
617;Glasbläserallee;18;18 Acer platanoides (aktiv);8747;;05.21. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Spitz-Ahorn;hnr. 1/alt-strajau;;;5817325.354;395963.1458;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;06.01.10;"27.03.2012 Notiz: Datenverlust durch Zusammenführung beider Versionen der Datenbank. Betrifft Einträge aus Zeitraum von November 2007 bis Februar 2012.
18.02.2014 Notiz: bei 1559 Bäumen das FKO in F geändert (auch gefällte)";2009;11;1;38;12;2 Pflegestufe 2 (Standard);27.01.20;25.01.21;BeckerM Martin;;;;5;3;;;;;;;;FALSCH;FALSCH
618;Gubener Straße;14;14 Tilia cordata 'Greenspire' (aktiv);GUB;;02.02. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde 'Greenspire';Nr. 9;;;5819437.423;394562.316;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;29.01.16;Entwicklungspflege bis 30.10.2017;2015;5;1;28;9;2 Pflegestufe 2 (Standard);16.04.20;15.04.21;Engelke Lisa;;;;5;3;;;;Private Bepflanzung;Stauden;;;FALSCH;FALSCH
619;Gubener Straße;69;69 Tilia cordata 'Greenspire' (aktiv);GUB;;02.02. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde 'Greenspire';Nr. 44;;;5819072.669;394735.1884;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;15.08.13;15.08.2013 Notiz: Stadtbaumkampagne: Pflege bis Okt. 2015;2013;7;1;35;11;2 Pflegestufe 2 (Standard);15.04.20;14.04.21;Engelke Lisa;;;4;6;2.5;;;;Private Bepflanzung;Stauden;;;FALSCH;FALSCH
620;Gürtelstraße;59;59 Tilia intermedia 'Pallida' (aktiv);GÜRTELST;;02.01. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 18;;;5818752.091;396352.048;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;11.06.12;11.06.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2012;8;1;41;13;2 Pflegestufe 2 (Standard);11.05.20;10.05.21;Engelke Lisa;;;;7;2;;;;;;Baumscheibe;;FALSCH;FALSCH
621;Hausburgstraße;15;15 Pyrus calleryana 'Chanticleer' (aktiv);HAUSBURG;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Chinesische Wild-Birne;ggü Nr. 21;;;5820460.613;395158.231;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.07.18;21.08.19 Wassersack;2018;2;1;17;5;2 Pflegestufe 2 (Standard);21.08.19;19.08.20;Baier Jana;;;4.05;4;2;1.35;3;;;;;;FALSCH;FALSCH
622;Hausburgstraße;34;34 Tilia cordata (aktiv);HAUSBURG;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde;ggü Nr. 9/ Ecke Hermann-Blankenstein-Str.;;;5820686.115;395071.2798;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;10.02.12;10.02.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa. Kara;2011;9;1;27;9;2 Pflegestufe 2 (Standard);21.08.19;19.08.20;Baier Jana;;;4;4;2;;;;;;Baumscheibe;;FALSCH;FALSCH
623;Hausburgstraße;38;38 Crataegus spec. (aktiv);HAUSBURG;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Rot-/Weißdorn;ggü Nr. 6;;;5820742.854;395048.6964;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;02.02.17;21.08.19 Wassersack;2018;2;1;18;6;2 Pflegestufe 2 (Standard);21.08.19;19.08.20;Baier Jana;;;3.6;3;1;1.2;3;;;;;;FALSCH;FALSCH
624;Hausburgstraße;42;42 Crataegus spec. (aktiv);HAUSBURG;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Rot-/Weißdorn;ggü Spielplatz;;;5820782.719;395032.6491;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;02.02.17;21.08.19 Wassersack;2018;2;1;18;6;2 Pflegestufe 2 (Standard);21.08.19;19.08.20;Baier Jana;;;2.7;3;1;0.9;3;;;;;;FALSCH;FALSCH
625;Hausburgstraße;49;49 Tilia cordata (aktiv);HAUSBURG;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde;Nr. 6;;;5820729.31;395040.4203;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;10.02.12;10.02.2012 Notiz: Entwicklungspflege bis 30.4.2014 Fa Kara;2011;9;1;34;11;2 Pflegestufe 2 (Standard);21.08.19;19.08.20;Baier Jana;;;6.5;7;4;;;;;;Baumscheibe;;FALSCH;FALSCH
626;Hausburgstraße;60;60 Tilia cordata 'Greenspire' (aktiv);HAUSBURG;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde 'Greenspire';Nr. 13;;;5820583.292;395097.1004;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;25.01.16;Entwicklungspflege bis 30.10.2017;2015;5;1;20;6;2 Pflegestufe 2 (Standard);21.08.19;19.08.20;Baier Jana;;;5.04;6;2;1.2;4.2;;Private Bepflanzung;Fremdbepflanzung;;Fremdeinfassung;FALSCH;FALSCH
627;Hausburgstraße;04. Jan;4/1 Tilia cordata (aktiv);HAUSBURG;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde;ggü Nr. 28;;;5820331.566;395208.1201;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.07.18;21.08.19 Wassersack;2018;2;1;18;6;2 Pflegestufe 2 (Standard);21.08.19;19.08.20;Baier Jana;;;3.22;4;2;1.4;2.3;;;;;;FALSCH;FALSCH
628;Hausburgstraße;08. Jan;8/1 Tilia cordata (aktiv);HAUSBURG;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde;gegü Straßmannstraße;;;5820383.673;395188.3862;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.07.18;21.08.19 Wassersack;2018;2;1;19;6;2 Pflegestufe 2 (Standard);21.08.19;19.08.20;Baier Jana;;;3.31;4;2;1.35;2.45;;;;;;FALSCH;FALSCH
629;Hausburgstraße;17. Jan;17/1 Tilia cordata (aktiv);HAUSBURG;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde;ggü Nr. 18/ 19;;;5820496.486;395143.5186;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.07.18;21.08.19 Wassersack;2018;2;1;19;6;2 Pflegestufe 2 (Standard);21.08.19;19.08.20;Baier Jana;;;4.35;4;2;1.45;3;;;;;;FALSCH;FALSCH
630;Hausburgstraße;21. Jan;21/1 Tilia cordata (aktiv);HAUSBURG;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde;ggü Nr. 15;;;5820548.842;395123.1031;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.07.18;;2018;2;1;16;5;2 Pflegestufe 2 (Standard);21.08.19;19.08.20;Baier Jana;;;4.13;4;2;1.4;2.95;;;;;;FALSCH;FALSCH
631;Hausburgstraße;52/1;52/1 Tilia cordata (aktiv);HAUSBURG;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde;Nr. 9;9;;5820689.445;395055.2708;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.07.18;21.08.19 Wassersack;2018;2;1;19;6;2 Pflegestufe 2 (Standard);21.08.19;19.08.20;Baier Jana;;;2.9;4;2;1;2.9;;;;;;FALSCH;FALSCH
632;Hausburgstraße;56/1;56/1 Tilia cordata (aktiv);HAUSBURG;;02.07. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde;Nr. 11;11;;5820652.566;395069.7593;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.07.18;21.08.19 Wassersack;2018;2;1;18;6;2 Pflegestufe 2 (Standard);21.08.19;19.08.20;Baier Jana;;;3.4;4;2;1.35;2.52;;;;;;FALSCH;FALSCH
633;Holteistraße;1;1 Tilia intermedia 'Pallida' (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 2;;;5818421.935;395732.5036;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.06.2009;;2008;12;1;50;16;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;7.6;3;2.2;;;;;;Baumscheibe;;FALSCH;FALSCH
634;Holteistraße;10;10 Acer pseudoplatanus (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Berg-Ahorn. Weiss-Ahorn;vor Restaurant Turnhalle;;;5818575.292;395830.1644;aktiv;4 sehr geschädigt / Schädigungsgrad 61- 90%;1210 Straßenbaum;08.06.1993;"08.06.1993 Gefahr durch tote Äste: Gefahr durch tote Äste im Gehweg- und
08.06.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
08.06.1993 Gefahr durch tote Äste: Straßenbereich.
08.06.1993 Wurzelraum beeinträchtigt: trächtigt.";1979;41;1;84;27;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;12;7;7.5;;;;;;Baumscheibe;;FALSCH;FALSCH
635;Holteistraße;11;11 Tilia platyphyllos (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Sommer-Linde;vor Restaurant Turnhalle;;;5818581.118;395833.4512;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;08.06.1993;"08.06.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
08.06.1993 Wurzelraum beeinträchtigt: trächtigt.";1967;53;1;116;37;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;12;12;7;;;;;;Baumscheibe;;FALSCH;FALSCH
636;Holteistraße;12;12 Tilia tomentosa (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Silber-Linde;Nr.11;;;5818651.832;395877.9725;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;24.07.2006;;1958;62;1;152;48;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;2.7;12;10;;;;Wegedecke versiegelt;;Baumscheibe;;FALSCH;FALSCH
637;Holteistraße;13;13 Tilia intermedia (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Holländische Linde;Nr. 26;;;5818647.005;395859.2978;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;08.06.1993;"08.06.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
08.06.1993 Wurzelraum beeinträchtigt: trächtigt.";1955;65;1;154;49;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;2;12;10;;;;Wegedecke versiegelt;;Baumscheibe;;FALSCH;FALSCH
638;Holteistraße;14;14 Tilia euchlora (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Krim-Linde;am Wühlischplatz;;;5818598.598;395829.1186;aktiv;3 stark geschädigt / Schädigungsgrad 26- 60%;1210 Straßenbaum;08.06.1993;"08.06.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
08.06.1993 Wurzelraum beeinträchtigt: trächtigt.";1963;57;1;126;40;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;9;12;8;;;;;;Baumscheibe;;FALSCH;FALSCH
639;Holteistraße;15;15 Tilia cordata (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Winter-Linde;am Wühlischplatz;;;5818592.772;395825.8317;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;08.06.1993;"08.06.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
08.06.1993 Wurzelraum beeinträchtigt: trächtigt.
22.07.1997 Notiz: Nummer ist mit Draht eingewachsen";1989;31;1;62;20;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;7;7;6.5;;;;;;Baumscheibe;;FALSCH;FALSCH
640;Holteistraße;17;17 Tilia euchlora (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Krim-Linde;am Wühlischplatz;;;5818569.166;395810.2939;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;08.06.1993;"08.06.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
08.06.1993 Gasmeßdatum: Die Baumuntersuchung ergab eine terre-
08.06.1993 Gasmeßdatum: strische Schadstufe zwischen 2 und 3. Es
08.06.1993 Wurzelraum beeinträchtigt: trächtigt.
08.06.1993 Gasmeßdatum: wurde der Wert 2 eingetragen.";1961;59;1;131;42;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;7;12;8;;;;;;Baumscheibe;;FALSCH;FALSCH
641;Holteistraße;18;18 Tilia intermedia (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Holländische Linde;am Wühlischplatz;;;5818563.19;395805.9612;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;08.06.1993;"08.06.1993 Wurzelraum beeinträchtigt: Wurzelraum ist durch Versiegelung beein-
08.06.1993 Gasmeßdatum: Die Baumuntersuchung ergab eine terre-
08.06.1993 Gasmeßdatum: strische Schadstufe zwischen 2 und 3. Es
08.06.1993 Wurzelraum beeinträchtigt: trächtigt.
08.06.1993 Gasmeßdatum: wurde der Wert 2 eingetragen.";1960;60;1;139;44;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;7;12;10;;;;;;Baumscheibe;;FALSCH;FALSCH
642;Holteistraße;19;19 Tilia intermedia 'Pallida' (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 28 - 30;;;5818533.608;395788.7799;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.06.2009;;2008;12;1;58;18;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;17;3;2.5;;;;;;Baumscheibe;;FALSCH;FALSCH
643;Holteistraße;2;2 Tilia intermedia 'Pallida' (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 2;;;5818440.784;395745.8662;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.06.2009;;2008;12;1;50;16;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;7.6;3;2;;;;;;Baumscheibe;;FALSCH;FALSCH
644;Holteistraße;20;20 Tilia intermedia 'Pallida' (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 28 - 30;;;5818525.839;395782.9532;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.06.2009;;2008;12;1;56;18;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;7.5;3;2.2;;;;;;Baumscheibe;;FALSCH;FALSCH
645;Holteistraße;21;21 Aesculus hippocastanum (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Gemeine Rosskastanie;Nr. 28-30;;;5818518.07;395778.0229;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;24.07.2006;;1958;62;1;155;49;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;7.5;12;6.5;;;;Wegedecke versiegelt;;Baumscheibe;;FALSCH;FALSCH
646;Holteistraße;22;22 Tilia intermedia 'Pallida' (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 28 - 30;;;5818510.152;395773.5409;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.06.2009;;2008;12;1;52;17;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;5;3;2.5;;;;;;Baumscheibe;;FALSCH;FALSCH
647;Holteistraße;23;23 Tilia intermedia 'Pallida' (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 28 - 30;;;5818502.234;395768.4612;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.06.2009;;2008;12;1;53;17;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;6;3;2;;;;;;Baumscheibe;;FALSCH;FALSCH
648;Holteistraße;24;24 Aesculus hippocastanum (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Gemeine Rosskastanie;vor Helenenhof;;;5818494.159;395763.0438;aktiv;2 geschädigt / Schädigungsgrad 11- 25%;1210 Straßenbaum;08.06.1993;;1908;112;1;276;88;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;18;17;16;;;;Wegedecke versiegelt;;Baumscheibe;;FALSCH;FALSCH
649;Holteistraße;25;25 Tilia intermedia 'Pallida' (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;am Helenenhof;;;5818486.547;395758.8994;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.06.2009;;2008;12;1;35;11;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;13;3;2;;;;;;Baumscheibe;;FALSCH;FALSCH
650;Holteistraße;26;26 Tilia intermedia 'Pallida' (aktiv);HOLTEIST;;05.22. Baumrevier;64951 Pflege u. Unterh. von Straßenbäumen;Kaiser-Linde;Nr. 31;;;5818477.732;395752.6245;aktiv;1 gesund / Schädigungsgrad 0 - 10%;1210 Straßenbaum;16.06.2009;;2008;12;1;50;16;2 Pflegestufe 2 (Standard);27.05.2019;25.05.2020;Lubitz Rüdiger;;;8;3;2.5;;;;;;Baumscheibe;;FALSCH;FALSCH
